n_updates,explained_variance,policy_entropy,total_timesteps,serial_timesteps,ep_len_mean,policy_loss,value_loss,fps,true_reward,clipfrac,ep_reward_mean,time_elapsed,approxkl
2347,0.9928724616765976,-6.750329,117350000,1173500,8.11,0.0026713081,0.0048183594,8552,0.09898777,0.21762401,0.31015789899538504,15473.414989233017,0.016923683
2348,0.9939998490735888,-6.7456193,117400000,1174000,9.37,0.0031905405,0.004047207,8104,0.09911623,0.23778398,0.40497300369344885,15479.762648582458,0.019855145
2349,0.9917796328663826,-6.743432,117450000,1174500,9.41,0.0031557847,0.0054624486,8128,0.09905538,0.23491606,0.4378822724756901,15486.479175329208,0.019571027
2350,0.9916154565289617,-6.744174,117500000,1175000,7.49,0.0024758873,0.005656226,8014,0.099016756,0.254362,0.21928071093483595,15493.114234924316,0.020922195
2351,0.9956623078323901,-6.7339,117550000,1175500,7.75,0.002352039,0.0028918004,8400,0.09905423,0.199862,0.1781621407959028,15499.845120429993,0.015546546
2352,0.9952958771027625,-6.730626,117600000,1176000,8.51,0.0033180695,0.0030295057,8078,0.09902957,0.21429199,0.2809970633732155,15506.310984134674,0.017095454
2353,0.9932744461111724,-6.738747,117650000,1176500,7.43,0.0032417553,0.0043479316,8070,0.09922914,0.24209404,0.22454743644804695,15513.131859064102,0.021799851
2354,0.9921961962245405,-6.747787,117700000,1177000,9.06,0.0031613822,0.0054112505,8343,0.099180534,0.25213596,0.42002600714564325,15519.874256849289,0.021354096
2355,0.9934757980518043,-6.7454524,117750000,1177500,7.52,0.002145395,0.0043679574,8214,0.09916472,0.22391401,0.22524605390062788,15526.56103014946,0.017400809
2356,0.9900082908570766,-6.7579083,117800000,1178000,7.97,0.0018793759,0.006502822,8873,0.09903369,0.23157004,0.287611450892291,15533.276198148727,0.018569237
2357,0.9928995738737285,-6.761494,117850000,1178500,5.71,0.0023233574,0.0047166627,8309,0.099268876,0.23001392,0.08450060062605189,15539.43682217598,0.017932042
2358,0.9924852708354592,-6.748747,117900000,1179000,9.77,0.003064382,0.005010289,8015,0.09925834,0.23654205,0.503410414258833,15546.14325928688,0.020100024
2359,0.9920574044808745,-6.7457423,117950000,1179500,11.29,0.0033982957,0.005294956,8237,0.09907863,0.23239203,0.6540375166598824,15552.932725191116,0.01965815
2360,0.9916487224400043,-6.748714,118000000,1180000,7.73,0.0043056887,0.0052145366,8335,0.099024914,0.25033,0.3185318435417139,15559.564975261688,0.021981744
2361,0.9926346130669117,-6.7413025,118050000,1180500,8.97,0.0030842894,0.0047953557,8402,0.099008106,0.22329202,0.42980078883789247,15566.108136415482,0.018085314
2362,0.9898161981254816,-6.736444,118100000,1181000,10.72,0.002467027,0.0062031276,8266,0.099063285,0.23119396,0.6471282827900723,15572.526721715927,0.019025398
2363,0.9917447976768017,-6.7338,118150000,1181500,9.18,0.0019856384,0.005302819,8086,0.099024035,0.25503004,0.45703415041672996,15579.221114397049,0.02147382
2364,0.9907312281429768,-6.7244573,118200000,1182000,8.73,0.0026999125,0.0058923024,7993,0.0991008,0.25707793,0.48341400435921966,15585.817164421082,0.022050332
2365,0.991999689489603,-6.710354,118250000,1182500,10.12,0.0046109,0.0053176107,7966,0.099089794,0.26333797,0.5816189911490074,15592.699321269989,0.023516392
2366,0.9918882055208087,-6.708288,118300000,1183000,8.3,0.0028300209,0.0055134357,8573,0.09913156,0.21287803,0.4499220801220508,15599.611986875534,0.017592452
2367,0.9942577038891613,-6.713699,118350000,1183500,7.21,0.00260142,0.003813613,8118,0.09917273,0.21673399,0.2621458260988584,15606.046379327774,0.017860087
2368,0.992629311978817,-6.711705,118400000,1184000,8.49,0.0028039098,0.0047927997,7864,0.09899884,0.22807999,0.31807147821906256,15612.785810470581,0.020609066
2369,0.9906541453674436,-6.7074456,118450000,1184500,10.57,0.0032112144,0.0062611336,8403,0.099114865,0.26892394,0.6479507420765003,15619.634930372238,0.021976493
2370,0.9922176408581436,-6.701613,118500000,1185000,9.11,0.0025056761,0.005214595,8078,0.099052414,0.244382,0.47234913122607397,15626.060558795929,0.019981854
2371,0.9940057643689215,-6.709499,118550000,1185500,6.8,0.0042222575,0.0040451232,8151,0.09913373,0.27044594,0.23647774712735553,15632.822779655457,0.023532093
2372,0.9933168357238173,-6.7240157,118600000,1186000,6.43,0.003022349,0.0044367695,8160,0.099215224,0.22953206,0.2213471658306662,15639.602955579758,0.018771848
2373,0.9913852829486132,-6.7282324,118650000,1186500,9.24,0.0022055982,0.0056496244,8244,0.09886554,0.25008598,0.48709549375140343,15646.247467756271,0.020804567
2374,0.9926164811477065,-6.7365055,118700000,1187000,7.44,0.0025472895,0.0047832886,8133,0.09899915,0.225394,0.28956392603809944,15652.882367372513,0.018274961
2375,0.9912102539092302,-6.740841,118750000,1187500,9.19,0.0033919236,0.005529763,8241,0.09898991,0.23731804,0.545658380688692,15659.477076768875,0.019864887
2376,0.9932170258834958,-6.7415333,118800000,1188000,9.09,0.0035395508,0.004440462,8195,0.09891894,0.26994598,0.49892133963876406,15666.11133313179,0.023863241
2377,0.9922472345642745,-6.7449346,118850000,1188500,11.83,0.0020684453,0.0052794563,8252,0.09917995,0.21086204,0.7896335353079484,15672.55765414238,0.01652264
2378,0.9917698809877038,-6.75445,118900000,1189000,10.57,0.0032248986,0.005458675,8039,0.09900711,0.26686597,0.618240891751193,15679.183185577393,0.023980403
2379,0.9909154791384935,-6.751681,118950000,1189500,11.44,0.002049287,0.006143393,7891,0.09890193,0.23355803,0.6964535682363203,15685.779371023178,0.022171373
2380,0.9913955461233854,-6.7485366,119000000,1190000,8.78,0.0027540645,0.0060050725,8262,0.09913951,0.226454,0.47668520066072234,15692.698588371277,0.018323947
2381,0.9904402624815702,-6.766818,119050000,1190500,11.64,0.0018988842,0.0063188416,8515,0.09901608,0.24692206,0.7419016983328038,15699.277436971664,0.021651909
2382,0.9914717739447951,-6.7908535,119100000,1191000,10.09,0.0030677177,0.0057259016,8397,0.09895653,0.23505598,0.5144603105730493,15705.361976623535,0.01928911
2383,0.993711510207504,-6.797634,119150000,1191500,7.04,0.0032296928,0.00410059,8146,0.099044256,0.22935802,0.22271919942315435,15711.90947508812,0.01851317
2384,0.9923340827226639,-6.7979207,119200000,1192000,7.38,0.00086206454,0.0050644265,8404,0.09919621,0.22088596,0.2984481912277988,15718.751809120178,0.016944194
2385,0.9918188722804189,-6.79849,119250000,1192500,8.32,0.002428958,0.005835524,8425,0.0990489,0.21830402,0.39312287029257276,15725.2620575428,0.01807274
2386,0.9927813680842519,-6.7971125,119300000,1193000,10.4,0.0032144538,0.0048154155,8233,0.09898649,0.24623199,0.6020963201136328,15731.811108112335,0.021340478
2387,0.9937480757944286,-6.791937,119350000,1193500,8.33,0.0027249511,0.004129345,8318,0.09913329,0.240968,0.4348350510984892,15738.380327224731,0.019618075
2388,0.9922534790821373,-6.7798905,119400000,1194000,8.14,0.002693904,0.005170537,8425,0.099083126,0.22798198,0.4222802734651486,15744.797669410706,0.017582847
2389,0.9918918013572693,-6.7787952,119450000,1194500,11.4,0.004953374,0.005536394,8115,0.09892288,0.29629794,0.7422964617228718,15751.337594032288,0.026705422
2390,0.9942070967517793,-6.7821126,119500000,1195000,9.02,0.0024065021,0.004013279,8162,0.09892244,0.20887598,0.4740953741743579,15757.976740121841,0.016622031
2391,0.9938246253877878,-6.786288,119550000,1195500,8.83,0.0019592002,0.0041716048,8101,0.09902282,0.23303205,0.5027185551580624,15764.758301258087,0.019250186
2392,0.9914076058194041,-6.7922583,119600000,1196000,10.75,0.0019659095,0.0058097676,8198,0.09912145,0.21508999,0.7209444967197487,15771.451958656311,0.016515058
2393,0.9923810791224241,-6.808817,119650000,1196500,9.01,0.0018588384,0.004995869,8579,0.09912055,0.2244299,0.5158772778403363,15778.070001840591,0.017823767
2394,0.9928059382364154,-6.8203034,119700000,1197000,9.35,0.0033445675,0.0047693183,8521,0.0989894,0.23857,0.4911446292288019,15784.490868806839,0.02219934
2395,0.9929815861396492,-6.80752,119750000,1197500,7.51,0.0034892082,0.004821993,8169,0.09912797,0.261648,0.2872742706566351,15790.827905416489,0.023318876
2396,0.9912725752219558,-6.797023,119800000,1198000,9.66,0.0023394052,0.0059741265,8208,0.09908125,0.21896797,0.5495714668591972,15797.433694601059,0.01805335
2397,0.9927479103207588,-6.793059,119850000,1198500,7.32,0.0037806397,0.004826363,8395,0.099080935,0.25508404,0.2659162958568777,15804.080339193344,0.020642862
2398,0.9907114757224917,-6.7928615,119900000,1199000,9.12,0.0029500448,0.005943173,8317,0.09907501,0.2197,0.38696383961621905,15810.504300355911,0.019706747
2399,0.9909711191430688,-6.803007,119950000,1199500,7.41,0.0029460646,0.006044288,8170,0.09927773,0.252352,0.2506715637113666,15816.90164065361,0.025437523
2400,0.9926582872867584,-6.8104124,120000000,1200000,8.73,0.0030925986,0.0048543448,8358,0.099170186,0.22457601,0.3729723108766484,15823.568137645721,0.01780279
2401,0.9909979747608304,-6.8136234,120050000,1200500,11.64,0.0039501716,0.00660411,8203,0.09921917,0.25501007,0.6946726500793011,15829.902337312698,0.020130951
2402,0.9922645017504692,-6.8116374,120100000,1201000,8.82,0.003810308,0.005100043,7986,0.0993062,0.25502405,0.4039681710817968,15836.6029047966,0.0207074
2403,0.9925585323944688,-6.811271,120150000,1201500,6.81,0.0027787162,0.00501436,8272,0.09926404,0.23572999,0.22454520712140946,15843.456740379333,0.019389303
2404,0.9913729643449187,-6.814352,120200000,1202000,8.39,0.0025016153,0.005721265,8234,0.09926921,0.242312,0.4000057057788945,15850.130503416061,0.020178435
2405,0.9914695853367448,-6.8124905,120250000,1202500,7.39,0.0012730074,0.005806184,8312,0.09903109,0.21258403,0.2756442119498388,15856.716032028198,0.017468022
2406,0.9899679599329829,-6.82202,120300000,1203000,8.56,0.0019862691,0.006390087,8062,0.09909258,0.23100194,0.3482459595310502,15863.021534919739,0.019238139
2407,0.9921267088502645,-6.82113,120350000,1203500,10.15,0.0025762247,0.00534312,8168,0.09908611,0.22345804,0.49927536270697603,15869.62596321106,0.018027376
2408,0.9917717110365629,-6.825321,120400000,1204000,9.32,0.0040523238,0.0053553935,8112,0.09923684,0.272866,0.480587795546744,15876.327088356018,0.02372821
2409,0.9921786757186055,-6.833499,120450000,1204500,7.4,0.002753956,0.0052898885,8155,0.099239856,0.252584,0.22677255619724745,15883.012584924698,0.02062538
2410,0.9911727784201503,-6.8409123,120500000,1205000,10.41,0.0031614196,0.005786659,8057,0.09920032,0.20642996,0.49357201789476673,15889.615971326828,0.015860692
2411,0.992668675724417,-6.8400264,120550000,1205500,7.07,0.003766132,0.004657996,8284,0.09911927,0.2545939,0.11622592835366959,15896.107683897018,0.019814963
2412,0.9918208857998252,-6.8409824,120600000,1206000,7.37,0.0026179214,0.004740035,8340,0.09913949,0.22517191,0.11553191836574114,15902.750271558762,0.017765857
2413,0.9919062526896596,-6.849622,120650000,1206500,7.57,0.0037633202,0.0050988174,7989,0.099203445,0.23692797,0.17471037512732437,15909.240845441818,0.019392727
2414,0.9915175884962082,-6.872033,120700000,1207000,8.66,0.0029140073,0.0054962444,8502,0.09903853,0.20926401,0.2634204191694153,15916.010063171387,0.01773773
2415,0.9926680056378245,-6.888458,120750000,1207500,7.63,0.003935726,0.005025562,8502,0.099123985,0.24417001,0.18302634321153163,15922.386941671371,0.019593704
2416,0.9905431075021625,-6.868003,120800000,1208000,8.38,0.0047514574,0.006111168,8540,0.09924489,0.2639519,0.2673168638534844,15928.582471847534,0.024938175
2417,0.990856402553618,-6.851794,120850000,1208500,8.04,0.0039741513,0.0060113873,8111,0.09914163,0.254804,0.22746781558700604,15934.838762760162,0.022867277
2418,0.9929163167253137,-6.8513126,120900000,1209000,8.2,0.0036046768,0.0047915834,8240,0.0991655,0.22935002,0.2342236274640891,15941.439142227173,0.019327126
2419,0.9926569662056863,-6.8484535,120950000,1209500,8.17,0.0025099996,0.0051895343,8146,0.09917315,0.25144398,0.2337820394319715,15947.87254524231,0.022152005
2420,0.9936694391071796,-6.84637,121000000,1210000,8.47,0.002899686,0.0042548017,8153,0.098998815,0.21494798,0.21998578126658686,15954.632075309753,0.017044175
2421,0.9929421991109848,-6.834939,121050000,1210500,8.55,0.0020320674,0.004802392,7947,0.09913116,0.20022397,0.27811905082751764,15961.373839378357,0.0157871
2422,0.9906954560428858,-6.827735,121100000,1211000,9.78,0.004218301,0.006280696,8053,0.099242434,0.24675395,0.48207272660307354,15968.231877803802,0.019796066
2423,0.9915247447788715,-6.8289094,121150000,1211500,7.64,0.0038548824,0.005662821,8225,0.09911664,0.266226,0.17401597599731758,15974.894575357437,0.021609563
2424,0.9926939704455435,-6.8373504,121200000,1212000,9.25,0.0025937206,0.005105014,8334,0.09909724,0.21238804,0.3519955791044049,15981.54388833046,0.016330235
2425,0.9918920183554292,-6.8419123,121250000,1212500,7.25,0.003161472,0.005216056,8274,0.099098936,0.21270199,0.1799836317836889,15988.15640950203,0.018466113
2426,0.993851357139647,-6.8448486,121300000,1213000,7.93,0.0020443106,0.0041672755,8188,0.099193625,0.20735398,0.22891936687607084,15994.718802452087,0.017308958
2427,0.9931559385731816,-6.8528123,121350000,1213500,7.71,0.0052600605,0.0045587854,8390,0.09918398,0.2806639,0.263334196821379,16001.365651607513,0.025259089
2428,0.9946866808459163,-6.853182,121400000,1214000,7.39,0.002367699,0.0034930685,8217,0.09910949,0.22172402,0.14211213148169918,16007.834206581116,0.017704846
2429,0.9910554643720388,-6.855683,121450000,1214500,8.45,0.0038669992,0.0059877043,8143,0.09907446,0.25359794,0.35818496145075185,16014.567054271698,0.02093115
2430,0.992197226267308,-6.847381,121500000,1215000,11.69,0.0038633796,0.004990262,8193,0.09919517,0.27763602,0.6756984521774575,16021.22764635086,0.02570135
2431,0.9930753950029612,-6.842033,121550000,1215500,9.46,0.0036601678,0.004700706,8230,0.09916562,0.24013,0.3945079366466962,16027.760923862457,0.019845553
2432,0.9942888831719756,-6.847024,121600000,1216000,9.85,0.0030137217,0.0037427074,8056,0.09925061,0.23740192,0.4317695177262067,16034.074768304825,0.018748019
2433,0.9908479731529951,-6.8417487,121650000,1216500,8.03,0.0028876597,0.0059150006,8232,0.09925944,0.24851607,0.3113630035397364,16040.822140693665,0.021044008
2434,0.9918616693466902,-6.8205304,121700000,1217000,8.86,0.0030445147,0.0057168747,8034,0.09917031,0.24101001,0.3924894430290442,16047.50580739975,0.019555127
2435,0.9934335276484489,-6.8064213,121750000,1217500,8.86,0.0030909465,0.0043566828,8224,0.09931218,0.26072803,0.3609239230598905,16054.250450849533,0.02126453
2436,0.9928519632667303,-6.8093195,121800000,1218000,8.71,0.004045119,0.0048355064,8281,0.099227235,0.23508202,0.3579435910237953,16060.888563156128,0.01854609
2437,0.9928246266208589,-6.803703,121850000,1218500,7.23,0.0034754798,0.004705182,8275,0.09908847,0.23590201,0.12110668103356147,16067.373086452484,0.01931686
2438,0.9917005309835076,-6.7996497,121900000,1219000,8.77,0.0040118964,0.0058166785,8311,0.099063136,0.27275598,0.3306709933030652,16073.925741195679,0.02295421
2439,0.9915704969316721,-6.7996697,121950000,1219500,10.44,0.0036132387,0.005730319,7977,0.09916767,0.25469,0.5828850352123846,16080.293357133865,0.020841127
2440,0.9914171956479549,-6.803751,122000000,1220000,8.76,0.0030548351,0.00594911,8361,0.09912449,0.23653603,0.3419417879267712,16087.185468912125,0.019352473
2441,0.9924286473542452,-6.797803,122050000,1220500,7.06,0.0027865546,0.005095018,7992,0.09899835,0.23335803,0.12179029762599385,16093.662199497223,0.01904178
2442,0.9924827297218144,-6.783859,122100000,1221000,8.91,0.0024116174,0.0051044333,7844,0.09903411,0.23517603,0.3074918016602169,16100.586152076721,0.019302052
2443,0.9922447693534195,-6.7763104,122150000,1221500,8.8,0.0028477046,0.005090156,8462,0.0991589,0.233716,0.3532150862188428,16107.351635932922,0.018964114
