n_updates,explained_variance,policy_entropy,total_timesteps,serial_timesteps,ep_len_mean,policy_loss,value_loss,fps,true_reward,clipfrac,ep_reward_mean,time_elapsed,approxkl
4668,0.9950162656605244,-8.456823,233400000,2334000,8.97,0.0033401551,0.0033143554,8179,0.09927158,0.26257393,0.07056711256795097,30771.977352142334,0.022102145
4669,0.9953083926811814,-8.460106,233450000,2334500,8.43,0.0019096973,0.0031855018,8136,0.09932934,0.2283201,0.02117173872073181,30778.575436115265,0.01823032
4670,0.9930319697596133,-8.466743,233500000,2335000,9.02,0.0030393144,0.0047296165,8064,0.099316165,0.26257002,0.11278984904376557,30785.137690782547,0.021846395
4671,0.9941087067127228,-8.483837,233550000,2335500,9.76,0.004013955,0.004144305,8180,0.09931611,0.251856,0.1493018618095084,30791.689061641693,0.021124635
4672,0.994343597907573,-8.483618,233600000,2336000,8.75,0.002860031,0.003598273,8160,0.09926713,0.24286799,0.06778775520302588,30798.335417985916,0.019463098
4673,0.9946018056944013,-8.472804,233650000,2336500,8.43,0.0041567464,0.003588986,8221,0.099410616,0.24244797,0.10644753250788198,30804.961018800735,0.020542203
4674,0.9926065332256258,-8.477267,233700000,2337000,8.62,0.0043612877,0.004872099,7976,0.09934359,0.28463605,0.09412656940461601,30811.611313343048,0.025760457
4675,0.994736457709223,-8.474994,233750000,2337500,9.37,0.0034117254,0.003593495,8179,0.09925815,0.23907797,0.15290690557623748,30818.4919192791,0.021544633
4676,0.9956918670795858,-8.483639,233800000,2338000,9.69,0.0034397545,0.0030702981,8195,0.09930294,0.23783001,0.148483548212389,30825.17920780182,0.020584542
4677,0.9938676450401545,-8.501092,233850000,2338500,9.36,0.00473257,0.004528689,8399,0.09935226,0.26219,0.2028765978763113,30831.781512260437,0.024089472
4678,0.9934065989218652,-8.509379,233900000,2339000,10.02,0.003696073,0.0045782034,8261,0.0993723,0.26647198,0.2399689702427713,30838.310069084167,0.023264086
4679,0.9936393606476486,-8.505852,233950000,2339500,8.48,0.003118979,0.0039856588,8057,0.09924898,0.296788,0.15077025712758768,30844.87697505951,0.028817885
4680,0.9938022969290614,-8.497113,234000000,2340000,8.49,0.0053073443,0.004172745,7959,0.09924515,0.29802197,0.0615759561402956,30851.67643237114,0.031115677
4681,0.9939272413030267,-8.495337,234050000,2340500,9.5,0.0014518365,0.0040412145,8093,0.09904016,0.22398001,0.15376490741298768,30858.602778673172,0.018938135
4682,0.9929569428786635,-8.487992,234100000,2341000,8.34,0.0057615996,0.0049036997,8328,0.099313155,0.29295793,0.13752388777647867,30865.40697479248,0.026511235
4683,0.9941495289094746,-8.476875,234150000,2341500,7.54,0.0040613217,0.0041691866,8207,0.099201895,0.27785605,0.054126400631212164,30872.111124753952,0.023447651
4684,0.9938579616136849,-8.469018,234200000,2342000,7.77,0.0020905968,0.0040263687,8269,0.09924523,0.21736398,0.1013767427977291,30878.7792468071,0.017985495
4685,0.9950042073614895,-8.475189,234250000,2342500,7.58,0.0033594987,0.0032528434,8326,0.09921674,0.245536,0.012852817023522221,30885.325442314148,0.019400602
4686,0.9944237247109413,-8.4917965,234300000,2343000,7.89,0.0045291567,0.0037633246,8351,0.09929263,0.28113395,0.08982112581143156,30891.825172662735,0.025904858
4687,0.9956947192549706,-8.507679,234350000,2343500,8.84,0.0036509822,0.0029291487,8090,0.09943251,0.23576002,0.19357558548130327,30898.264504671097,0.01949649
4688,0.9955420880578458,-8.518048,234400000,2344000,8.88,0.0028663662,0.0029326952,7911,0.09926796,0.24905002,0.1433041690423852,30904.98437523842,0.02049788
4689,0.9947786405682564,-8.52788,234450000,2344500,9.54,0.003338271,0.0034976886,8189,0.0991364,0.25946796,0.19228830714768264,30911.910418987274,0.02070707
4690,0.9941879538819194,-8.549326,234500000,2345000,9.18,0.0029899457,0.0038475404,7938,0.0991871,0.25133404,0.10955225265381159,30918.49616742134,0.020514207
4691,0.9932970111258328,-8.558509,234550000,2345500,8.85,0.0037109125,0.0042041587,8002,0.09913779,0.26582798,0.1353226759194513,30925.325474262238,0.023439705
4692,0.9922063243575394,-8.55385,234600000,2346000,8.76,0.0034941423,0.0050225263,8087,0.099171266,0.28976405,0.10303934127063258,30932.128824949265,0.024009507
4693,0.9923594361171126,-8.553851,234650000,2346500,8.72,0.0038324788,0.0051718797,7944,0.09926869,0.27428606,0.06659784318180755,30938.74977374077,0.023727348
4694,0.9939088788814843,-8.551221,234700000,2347000,8.61,0.004610951,0.004005809,8021,0.0991734,0.30190396,0.06309851050580619,30945.59226512909,0.02716702
4695,0.9926529400981963,-8.543552,234750000,2347500,10.05,0.003134799,0.0047513265,8205,0.09925826,0.24910203,0.1613449558452703,30952.426501750946,0.023679517
4696,0.9941272917203605,-8.532719,234800000,2348000,9.24,0.0050532245,0.0037950696,8424,0.09929552,0.29302198,0.03306428644893458,30958.98179292679,0.024668857
4697,0.9935204610228539,-8.526994,234850000,2348500,9.58,0.0026940042,0.0044177254,7998,0.09953235,0.24814802,0.1564228873528191,30965.39049577713,0.022530587
4698,0.9939928664825857,-8.519948,234900000,2349000,9.45,0.0035714274,0.0038086753,8474,0.09928201,0.26360998,0.10972624075395288,30972.131073713303,0.022951253
4699,0.9938298002816737,-8.521065,234950000,2349500,8.95,0.004643434,0.004040811,7877,0.0994584,0.24766801,0.10288845927047077,30978.569022655487,0.021356814
4700,0.9948652945458889,-8.529637,235000000,2350000,9.66,0.0038669063,0.003351788,7988,0.09943135,0.23423998,0.11308113203878747,30985.556934595108,0.019340117
4701,0.9955043126828969,-8.530935,235050000,2350500,9.74,0.003588805,0.0028089047,8022,0.09933166,0.22975205,0.14056749997922452,30992.388553380966,0.019608095
4702,0.992800340987742,-8.53026,235100000,2351000,9.95,0.0025915462,0.0045440616,7748,0.099289015,0.26643404,0.18545729647274128,30999.14463376999,0.02304283
4703,0.9938648683018982,-8.53014,235150000,2351500,10.37,0.002530103,0.004504894,7638,0.09934252,0.25197402,0.1561438923649257,31006.286998033524,0.023177315
4704,0.9952192674390972,-8.533999,235200000,2352000,9.58,0.00392139,0.0032024935,7978,0.099310644,0.248312,0.11194123920809944,31013.454763412476,0.020858994
4705,0.9936449499800801,-8.531507,235250000,2352500,9.61,0.0029946584,0.0042028776,8138,0.099463254,0.25781804,0.15836022097442765,31020.05338859558,0.025132798
4706,0.9938730970025063,-8.529186,235300000,2353000,9.57,0.002553182,0.0041762274,8345,0.09932545,0.25055003,0.12064553137635813,31026.655440568924,0.020742035
4707,0.9928073436021805,-8.522549,235350000,2353500,9.07,0.0027603277,0.0046712793,8372,0.099444255,0.25499,0.07630184368434129,31033.08661699295,0.02170056
4708,0.9945763600990176,-8.51135,235400000,2354000,7.83,0.0042922664,0.0035458934,7959,0.09957035,0.26579604,0.01604714539134875,31039.587960720062,0.022377664
4709,0.9940610267221928,-8.522779,235450000,2354500,9.33,0.0024335359,0.0037324778,8258,0.099411406,0.26617,0.07367631051049102,31046.329982995987,0.024266863
4710,0.9939295840449631,-8.542461,235500000,2355000,8.81,0.0025384608,0.0040316544,8572,0.099453114,0.235496,0.06112996405281592,31052.890845775604,0.0199506
4711,0.992759361397475,-8.555758,235550000,2355500,9.66,0.0027538058,0.004860287,8168,0.09939827,0.24303204,0.1579474522577948,31059.30071926117,0.02021241
4712,0.9951409692876041,-8.5550585,235600000,2356000,9.61,0.0035777357,0.003184011,8467,0.099541135,0.24227402,0.11438979482540163,31065.987636566162,0.019989492
4713,0.9940375811420381,-8.558993,235650000,2356500,9.69,0.0040386915,0.003942755,8410,0.09944107,0.25730395,0.15454684894910314,31072.490295171738,0.021744555
4714,0.9935343177057803,-8.562821,235700000,2357000,9.57,0.003248766,0.004396749,7981,0.099424616,0.25362802,0.10398949117487064,31078.99374294281,0.021693287
4715,0.9951090621761978,-8.571129,235750000,2357500,9.1,0.0034975177,0.0032718054,8537,0.099469855,0.24713606,0.06578850396414054,31085.842371463776,0.022065585
4716,0.9948445544578135,-8.583196,235800000,2358000,9.17,0.0037905895,0.0033973774,8159,0.09937635,0.24602804,0.025753301833756268,31092.112675905228,0.020243006
4717,0.9933493440039456,-8.592004,235850000,2358500,8.92,0.0045323614,0.004139261,8266,0.09938576,0.26847193,0.10614768300700234,31098.863748788834,0.024278881
4718,0.9937198678962886,-8.596864,235900000,2359000,8.77,0.0033929457,0.004059508,8173,0.09946542,0.267032,0.0641343424419756,31105.4491212368,0.023639413
4719,0.9951155735179782,-8.582959,235950000,2359500,8.54,0.0039586416,0.0032870122,8300,0.09948494,0.23207799,0.023113289927714505,31112.0602915287,0.019201012
4720,0.9950866620056331,-8.570868,236000000,2360000,8.82,0.0034910748,0.0032598274,7818,0.099619515,0.24471399,0.06744577702251263,31118.39533519745,0.020704744
4721,0.9939740234985948,-8.570235,236050000,2360500,9.47,0.0045188786,0.0040505086,8460,0.09955053,0.267932,0.1121499633329222,31125.293775320053,0.022237455
4722,0.9939580834470689,-8.577945,236100000,2361000,9.38,0.003641566,0.0039010178,8107,0.09947202,0.27250198,0.11718329910247122,31131.566596269608,0.025777683
4723,0.993910226970911,-8.580431,236150000,2361500,8.46,0.003991831,0.004310353,8371,0.09941446,0.252662,0.05276177982595982,31138.217819213867,0.02245381
4724,0.9933639490045607,-8.580622,236200000,2362000,9.75,0.004143545,0.0042578573,8087,0.09945138,0.25278804,0.1910508093077806,31144.735213518143,0.020239402
4725,0.9933837102726102,-8.571836,236250000,2362500,8.63,0.00250849,0.0048351116,8365,0.09935242,0.25223607,0.10247778396966169,31151.350534677505,0.020650346
4726,0.9932977510616183,-8.567744,236300000,2363000,9.62,0.0046031196,0.0043327296,8126,0.09940631,0.2732521,0.19835245834721718,31157.759297847748,0.024820508
4727,0.9949945854023099,-8.568913,236350000,2363500,8.38,0.0034591416,0.0032551235,8403,0.09944987,0.25189996,0.10507794267497957,31164.39179134369,0.020726178
4728,0.9947395627386868,-8.571273,236400000,2364000,8.77,0.0037461938,0.003567632,8297,0.09928063,0.27486604,0.06651848896814044,31170.90682244301,0.023543043
4729,0.9932694896124303,-8.575401,236450000,2364500,8.37,0.0019053806,0.004487158,8367,0.09941344,0.24192399,0.15007004181039518,31177.401852846146,0.021944012
4730,0.9952400550246239,-8.583616,236500000,2365000,9.46,0.0034029162,0.0029377239,7980,0.099374704,0.23372597,0.14978075571969385,31183.675654649734,0.01880364
4731,0.9930016817525029,-8.58309,236550000,2365500,8.44,0.0043422896,0.004483307,8697,0.09944346,0.28234002,0.14344072517124004,31190.17770934105,0.024756681
4732,0.9937445768155158,-8.578572,236600000,2366000,8.99,0.0043556057,0.0040526534,8530,0.09932201,0.26592204,0.0984994535392616,31196.14425945282,0.02584947
4733,0.9933802247978747,-8.589967,236650000,2366500,9.88,0.0044614775,0.004318657,8120,0.099310495,0.28602207,0.16168705988209695,31202.35032749176,0.024440248
4734,0.9953052983619273,-8.589116,236700000,2367000,8.73,0.0026841937,0.0031575724,8036,0.099422716,0.23826402,0.06405783948197495,31208.97496008873,0.019738395
4735,0.9943182449787855,-8.581291,236750000,2367500,8.71,0.0047966614,0.004523231,7912,0.09935087,0.28507596,0.061075563423801216,31215.45200920105,0.023138864
4736,0.9938605953939259,-8.5831375,236800000,2368000,9.13,0.004905563,0.0039180033,8183,0.09943379,0.29768193,0.1165057698515011,31222.242688894272,0.029300105
4737,0.9943606327287853,-8.587635,236850000,2368500,7.92,0.004932935,0.0036663637,8207,0.09944444,0.31289998,0.06047636142815463,31228.721584558487,0.028281178
4738,0.9929517842829227,-8.606787,236900000,2369000,8.84,0.0031365536,0.0045550475,8040,0.09934236,0.24706993,0.10913404199236539,31235.351742982864,0.02118355
4739,0.9933358454145491,-8.613773,236950000,2369500,9.68,0.004400937,0.0052876784,8019,0.09935628,0.276734,0.16427845361380605,31242.160416841507,0.024218023
4740,0.9949006759561598,-8.619874,237000000,2370000,9.84,0.003400889,0.003350721,8321,0.09934464,0.24456598,0.0842113803816028,31248.873475074768,0.020092942
4741,0.9941300060600042,-8.6287,237050000,2370500,8.27,0.0052438565,0.003887923,8286,0.09970914,0.28441393,0.06269469919119729,31255.466611385345,0.028128097
4742,0.9942780989222229,-8.628215,237100000,2371000,9.09,0.004132444,0.0038925824,7989,0.099470966,0.281394,0.11823354910011404,31262.026134490967,0.02804889
4743,0.9941162564791739,-8.620695,237150000,2371500,10.52,0.0031442984,0.0041492074,8187,0.099425554,0.26139003,0.2596026127264486,31268.902722597122,0.023332326
4744,0.9918435113504529,-8.624079,237200000,2372000,8.67,0.00392191,0.004863384,8235,0.09937751,0.295664,0.026366209052503108,31275.48903632164,0.025769873
4745,0.9942503334023058,-8.648852,237250000,2372500,9.1,0.004231624,0.0037255085,8389,0.0993621,0.27174395,0.02777425781212514,31281.99095582962,0.023367696
4746,0.9936809153296053,-8.67856,237300000,2373000,9.69,0.0034435615,0.0041959463,8230,0.099319965,0.26548198,0.08071716672711773,31288.49388360977,0.02213445
4747,0.9947161166928709,-8.685219,237350000,2373500,8.22,0.003925683,0.0034882333,8321,0.09958483,0.251674,0.013957840661460068,31295.199027776718,0.020646682
4748,0.9941711872816086,-8.682772,237400000,2374000,9.93,0.0040454,0.0042769937,7877,0.099460095,0.26985598,0.14904439119884047,31301.627147436142,0.022077495
4749,0.994387639220804,-8.675577,237450000,2374500,9.82,0.0042030374,0.004033645,8221,0.099329755,0.26208603,0.11407965553400573,31308.500071048737,0.021491742
4750,0.9940080954693258,-8.667251,237500000,2375000,9.33,0.0028911221,0.0039890152,8245,0.0994758,0.23834406,0.12294936486025108,31315.059096813202,0.021124022
4751,0.9936839798465371,-8.665752,237550000,2375500,8.45,0.00342882,0.0041233404,7862,0.099477395,0.233736,0.0233524463995127,31321.54871082306,0.02013486
4752,0.9933460098691285,-8.672473,237600000,2376000,8.72,0.004808539,0.0044112606,8254,0.09942379,0.29006797,0.05701608040835708,31328.429525136948,0.03084205
4753,0.9936876483261585,-8.675908,237650000,2376500,9.39,0.0033866009,0.0039963857,8355,0.09947084,0.25504193,0.15175749527523294,31334.816311359406,0.022622108
4754,0.9936382439918816,-8.67757,237700000,2377000,9.52,0.004435521,0.0042877067,8036,0.09946024,0.27635798,0.206125135703478,31341.04826951027,0.024919176
4755,0.9941146695055068,-8.677986,237750000,2377500,9.78,0.0033255382,0.0039361715,8072,0.09933469,0.23404802,0.23740863566083134,31347.517758131027,0.01938728
4756,0.9948916295543313,-8.6826,237800000,2378000,8.18,0.0036991655,0.0034837378,8456,0.09955185,0.24619202,0.10669137254793895,31354.28659915924,0.02077548
4757,0.9939808421768248,-8.671587,237850000,2378500,8.86,0.004369585,0.004016002,8255,0.099363916,0.304646,0.14699092059338,31360.877271413803,0.029193578
4758,0.9931197129189968,-8.660508,237900000,2379000,9.04,0.0020029482,0.004641997,8038,0.099303156,0.23289798,0.22918957815360044,31367.246596574783,0.019454869
4759,0.9938488281331956,-8.661677,237950000,2379500,8.14,0.0048300424,0.0038951384,8369,0.09930966,0.273678,0.0628410277783405,31374.05578136444,0.023438599
4760,0.9954467848874629,-8.664773,238000000,2380000,9.01,0.0042152386,0.002918067,8292,0.099490285,0.279304,0.237270194843004,31380.482922315598,0.02344822
4761,0.9932813961058855,-8.658119,238050000,2380500,10.25,0.003823693,0.0047110426,8234,0.09931799,0.27247605,0.3694977930095047,31386.998787403107,0.024264917
4762,0.9945639967918396,-8.646582,238100000,2381000,8.94,0.0047069974,0.0034270214,8468,0.0993821,0.27619195,0.19463597452413522,31393.45369076729,0.025888586
4763,0.9936556052416563,-8.644286,238150000,2381500,7.36,0.003592703,0.004264026,8249,0.09919517,0.283578,0.0909991717163939,31399.91034388542,0.024228565
4764,0.9945135721936822,-8.635967,238200000,2382000,7.67,0.0037653549,0.0040363213,8107,0.09923106,0.26143995,0.05275928821094567,31406.64491534233,0.022103598
4765,0.995467568282038,-8.624262,238250000,2382500,7.64,0.0034205178,0.0030000347,8228,0.09915208,0.22474003,0.014746048811648507,31413.457310199738,0.018357173
4766,0.9937545047141612,-8.6211815,238300000,2383000,9.14,0.0034390616,0.0042110463,8074,0.0992507,0.2588921,0.19436510568251833,31420.06160378456,0.021529922
4767,0.9940865733660758,-8.613411,238350000,2383500,8.91,0.0022103607,0.004303274,8328,0.099241376,0.25394595,0.1035893823945662,31426.79937148094,0.02041601
4768,0.9936113920994103,-8.604674,238400000,2384000,9.19,0.0037976436,0.004064124,8243,0.09935682,0.278326,0.1540979329869151,31433.38254070282,0.024397228
4769,0.9938067104667425,-8.606859,238450000,2384500,8.48,0.0031729534,0.004224218,8134,0.099243015,0.25715804,0.02319860009185504,31440.009244441986,0.021013455
4770,0.9931852440349758,-8.623835,238500000,2385000,8.11,0.0033630207,0.0042118435,8397,0.09936,0.267122,0.05893487783352611,31446.49506354332,0.022584924
4771,0.9936328711919487,-8.630591,238550000,2385500,9.19,0.0046503637,0.0041428297,8398,0.099495605,0.24572197,0.19918661332660123,31453.080903053284,0.019820144
4772,0.9943874459713697,-8.63163,238600000,2386000,9.66,0.0031965664,0.0037488753,8350,0.09937737,0.263456,0.1603677061255439,31459.553192853928,0.023169873
4773,0.9944898537360132,-8.623246,238650000,2386500,9.63,0.0040537464,0.0036077695,8188,0.09935244,0.25542796,0.14981545035872842,31466.13905119896,0.02159101
4774,0.9949040436185896,-8.624844,238700000,2387000,9.67,0.0037661085,0.0034273607,8098,0.09954701,0.25386006,0.15167280820489396,31472.7549803257,0.02277282
4775,0.9936446216888726,-8.6161,238750000,2387500,8.57,0.0026419293,0.004218927,8365,0.09946922,0.25399002,0.0607917421835009,31479.366921663284,0.023237167
4776,0.9952948559075594,-8.599724,238800000,2388000,9.68,0.0042542857,0.0031164004,8051,0.09942565,0.24111605,0.116603131199372,31485.83463692665,0.02192659
4777,0.9922707201912999,-8.590084,238850000,2388500,10.01,0.0036706612,0.0052474495,8256,0.099328056,0.2787519,0.19682586797338444,31492.6109688282,0.027979411
4778,0.9938575038686395,-8.580506,238900000,2389000,8.1,0.0036998128,0.0040106704,8609,0.099491544,0.28343803,0.01826018671214115,31499.202532291412,0.025558712
4779,0.9940315657295287,-8.57947,238950000,2389500,9.84,0.0032926432,0.0039088135,8357,0.09932843,0.25388005,0.20509835606411797,31505.595903396606,0.022065017
4780,0.9941132441163063,-8.583534,239000000,2390000,8.2,0.0029956447,0.003985052,8427,0.099479005,0.23361805,0.04862878291605739,31511.87603521347,0.018321887
4781,0.9941499987617135,-8.584777,239050000,2390500,8.76,0.0038686097,0.0041905777,7981,0.09918793,0.27025804,0.10434147682855838,31518.14240026474,0.024855034
4782,0.994260620791465,-8.583593,239100000,2391000,8.74,0.002639746,0.003914172,8560,0.09943509,0.24265203,0.10466304959292756,31524.91951608658,0.020147331
4783,0.9917514137923717,-8.577032,239150000,2391500,7.87,0.0034478868,0.0053281714,8575,0.09930127,0.28676593,0.05493289064936107,31531.3820040226,0.026521578
4784,0.9941977998241782,-8.572691,239200000,2392000,9.36,0.0027443406,0.0036225466,8797,0.09930838,0.25930798,0.11642092126014177,31537.820461034775,0.02177046
4785,0.9943506750278175,-8.570801,239250000,2392500,9.73,0.0035215702,0.004007191,8335,0.09915466,0.24562806,0.1772590448174742,31544.106822490692,0.019791579
4786,0.9923402196727693,-8.565937,239300000,2393000,9.77,0.0033843848,0.0052557667,8584,0.099169835,0.27414802,0.18095882971101673,31550.555944681168,0.024211554
4787,0.9935867940075696,-8.563766,239350000,2393500,8.6,0.0025594183,0.00417721,8596,0.09931385,0.25952998,0.11238301613746443,31556.807237625122,0.023067843
4788,0.9947348246350884,-8.575001,239400000,2394000,9.42,0.0025233978,0.0035031184,8067,0.099323,0.23964004,0.19042057050275615,31562.930035829544,0.018914439
4789,0.9952406091615558,-8.588764,239450000,2394500,8.8,0.0029971611,0.0031523332,8854,0.099185556,0.2715101,0.019434261814749335,31569.744349956512,0.022918224
4790,0.9929583733901381,-8.591544,239500000,2395000,8.93,0.0035319233,0.004948832,8637,0.09916504,0.30175802,0.06387897733511635,31575.89295077324,0.02923545
4791,0.9943447215482593,-8.57822,239550000,2395500,9.07,0.003213945,0.0037805755,8450,0.099373065,0.24405596,0.09594197562051704,31582.14623951912,0.020881332
4792,0.9933765912428498,-8.563773,239600000,2396000,9.68,0.0041612475,0.0043490897,8543,0.09922985,0.27721602,0.136753510676499,31588.48738026619,0.023220617
4793,0.9955345331691206,-8.565024,239650000,2396500,8.59,0.004398205,0.0029349735,8489,0.099311024,0.29180402,0.024276394833868835,31595.030649662018,0.026015818
4794,0.9937223712913692,-8.573794,239700000,2397000,8.86,0.0047844895,0.004592464,8364,0.09927358,0.2847199,0.10828333378245589,31601.598167419434,0.024882598
4795,0.9951861980371177,-8.573367,239750000,2397500,8.32,0.0027722018,0.0035412186,8432,0.09940597,0.24842407,0.06299114325171104,31608.097791671753,0.021065032
4796,0.99552001664415,-8.572293,239800000,2398000,8.28,0.0038040865,0.002797823,8705,0.099202126,0.27768397,0.013359221399005037,31614.688960790634,0.023997962
4797,0.9943297286517918,-8.562158,239850000,2398500,8.69,0.004331734,0.0038041559,8385,0.0993139,0.295096,0.10772502681764308,31620.689736127853,0.02861027
4798,0.9956757659092546,-8.543337,239900000,2399000,10.09,0.0038394374,0.003052276,8342,0.09929165,0.25647604,0.1984172733189189,31627.05438876152,0.021812312
4799,0.9883231092244387,-8.549528,239950000,2399500,8.27,0.0020691417,0.0071425186,8766,0.09945571,0.24264199,0.06855629538826179,31633.35440516472,0.020319574
4800,0.9915234753862023,-8.558625,240000000,2400000,8.48,0.002591678,0.0050570876,8295,0.0994078,0.259856,0.06628452767297859,31639.70639204979,0.021155423
4801,0.9950102143920958,-8.557891,240050000,2400500,9.43,0.0037126828,0.0030738108,8167,0.099309176,0.22270003,0.15124683336995076,31646.11468553543,0.018218713
4802,0.993381792679429,-8.553664,240100000,2401000,8.4,0.003411299,0.0043359334,8448,0.09939903,0.25011197,0.0650808417898952,31652.668483495712,0.020873675
4803,0.9949183627031744,-8.542341,240150000,2401500,9.52,0.0075301244,0.0033427859,8027,0.09933754,0.29856604,0.14807071364979493,31659.051013469696,0.030992365
4804,0.9946662508882582,-8.536953,240200000,2402000,7.4,0.0036843354,0.0035920097,8070,0.09951027,0.28422403,0.015695420820557048,31665.9570748806,0.025899017
4805,0.9945702776312828,-8.539677,240250000,2402500,9.3,0.0037189627,0.0036175654,8534,0.09931093,0.25373393,0.15519338757731022,31672.601509809494,0.021523286
4806,0.9951077722944319,-8.536195,240300000,2403000,8.33,0.0030155417,0.0032451362,7806,0.09933205,0.22159202,0.05764067312615225,31679.10753941536,0.017845497
4807,0.9936489900574088,-8.534029,240350000,2403500,9.07,0.0039278558,0.0040276353,8403,0.09939016,0.2776899,0.24607189750706313,31686.13650584221,0.026284833
4808,0.9948128000833094,-8.537082,240400000,2404000,8.85,0.0025269706,0.003550742,8375,0.09943275,0.22716005,0.17773053751734552,31692.67016673088,0.018529244
4809,0.9931282955221832,-8.527447,240450000,2404500,8.31,0.005072191,0.004435079,8129,0.09928101,0.292868,0.14803233011392877,31699.207009792328,0.03191457
4810,0.993836251553148,-8.507406,240500000,2405000,9.63,0.0018319092,0.0040668263,8264,0.099276625,0.21374407,0.3044529103997047,31705.784418582916,0.017540295
4811,0.9945645486004651,-8.497203,240550000,2405500,8.37,0.0036715043,0.0034826843,7948,0.09921709,0.25611004,0.09587760451162466,31712.52325439453,0.021374168
4812,0.9952350249513984,-8.490487,240600000,2406000,8.64,0.0030451063,0.0031865218,8090,0.09922933,0.238904,0.14068072960682912,31719.276799440384,0.01897199
4813,0.9929576572030783,-8.489666,240650000,2406500,11.06,0.0023751978,0.0048571005,8354,0.099205,0.26846993,0.4169361463209498,31725.97013282776,0.023237731
4814,0.9939813208766282,-8.48367,240700000,2407000,9.27,0.0033157363,0.004173992,8096,0.09925501,0.240876,0.18812399860820733,31732.359288215637,0.019908965
4815,0.994528473354876,-8.479444,240750000,2407500,7.55,0.0035965322,0.0036311753,7670,0.09931568,0.26529202,0.09926833070232532,31738.975150108337,0.02260458
4816,0.9945913930423558,-8.472923,240800000,2408000,9.91,0.0027705878,0.003724704,7928,0.09927102,0.22300191,0.2956224285400822,31746.17545413971,0.01844285
4817,0.9940289570949972,-8.465701,240850000,2408500,9.15,0.0041514896,0.0039894255,8653,0.09931928,0.28732002,0.22314108335704078,31753.018537521362,0.024402011
4818,0.993853862863034,-8.460392,240900000,2409000,7.65,0.0032659532,0.0040966226,8100,0.0992201,0.252394,0.0909171709002112,31759.298703193665,0.021077283
4819,0.9940571980550885,-8.464911,240950000,2409500,7.32,0.0035213123,0.0038817362,8216,0.09903965,0.27952802,0.07519889700022758,31766.103845834732,0.025956348
4820,0.994686524849385,-8.464355,241000000,2410000,8.12,0.0036906295,0.003767652,8045,0.09921614,0.26739797,0.12254054140590596,31772.614929676056,0.02597399
4821,0.9948000283911824,-8.464349,241050000,2410500,7.94,0.002570468,0.003599219,8024,0.099315554,0.23064601,0.10494399198010797,31779.455956697464,0.020046316
4822,0.9941446823067963,-8.476703,241100000,2411000,7.26,0.0032120121,0.0038482184,8005,0.09928405,0.245802,0.008178051007853356,31785.897725343704,0.01980697
4823,0.992949677631259,-8.496008,241150000,2411500,8.32,0.0041219573,0.005134282,8275,0.099263966,0.296586,0.06600545460300054,31792.707616329193,0.02637911
4824,0.9935420332476497,-8.498135,241200000,2412000,8.87,0.004256313,0.004351286,7870,0.09936183,0.2808061,0.18074875783495373,31799.36648774147,0.025158318
4825,0.9940931061282754,-8.494868,241250000,2412500,9.09,0.0034085375,0.0037099472,8187,0.099333584,0.27325407,0.10387982237909454,31806.317467689514,0.025112672
4826,0.9953335784375668,-8.505938,241300000,2413000,8.47,0.0038252142,0.0034093251,8255,0.09943462,0.24760407,0.06533351514895912,31812.905522584915,0.020544117
4827,0.9940010095015168,-8.504071,241350000,2413500,7.85,0.004681806,0.004433529,8250,0.0993312,0.285534,0.05319516467163339,31819.635318279266,0.025496067
4828,0.993573956657201,-8.498203,241400000,2414000,9.36,0.003405454,0.004306518,8161,0.099312894,0.26442996,0.1481423329518293,31826.219940185547,0.021247797
4829,0.9956170725636184,-8.511362,241450000,2414500,8.99,0.002834203,0.0028870332,8321,0.09933,0.235166,0.06381718718417688,31832.886101961136,0.018306848
4830,0.9944894802756608,-8.520283,241500000,2415000,8.04,0.0032659469,0.0040042945,8285,0.09930235,0.25588605,0.016816274868615436,31839.333291053772,0.023211895
4831,0.9951584078371525,-8.524515,241550000,2415500,8.98,0.0028506909,0.003396545,8275,0.09950365,0.23306806,0.18736712401267142,31845.947427988052,0.018037803
4832,0.9950528116896749,-8.533169,241600000,2416000,10.82,0.0041787084,0.0034791392,8331,0.09918668,0.28910598,0.3746595339509076,31852.452418088913,0.026262429
4833,0.994810389354825,-8.521207,241650000,2416500,9.85,0.003780318,0.003592784,8243,0.09912308,0.31235197,0.35642327601497525,31859.043136119843,0.028886326
4834,0.9948050300590694,-8.508846,241700000,2417000,7.67,0.005051598,0.0035338341,8043,0.09910933,0.29796,0.17842653732514008,31865.773542642593,0.025104959
4835,0.995574913918972,-8.524384,241750000,2417500,7.96,0.0045354157,0.0030236298,8385,0.09908576,0.30446604,0.13248551621218213,31872.60488820076,0.028142272
4836,0.9944317992776632,-8.527112,241800000,2418000,9.29,0.0042505073,0.004106202,8240,0.09900994,0.300202,0.19882652426225833,31879.25163459778,0.026168613
4837,0.9949478078633547,-8.519045,241850000,2418500,7.87,0.0042209616,0.0034721426,8240,0.09912238,0.30615395,0.1014449003629852,31885.919046878815,0.029901538
4838,0.9931184016168118,-8.513822,241900000,2419000,8.49,0.0048445924,0.004695432,8231,0.098985985,0.292988,0.09857399633299792,31892.534576416016,0.02615169
